Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
41,Male,Germany,No,No,Yes,Sometimes,More than 1000,No,Don't know,No,No,No,Don't know,Medium,No,No,Yes,Yes,No,No,Yes,No
32,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Don't know,Yes,Medium,No,No,Some of them,Yes,No,Maybe,Don't know,No
28,Female,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,Some of them,No,No,Yes,No
32,Male,United States,No,Yes,Yes,Often,100-500,No,No,Yes,No,No,Don't know,Difficult,Yes,No,Yes,Yes,No,Yes,No,No
25,Male,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Medium,Yes,No,No,No,No,No,Yes,No
37,Male,United States,No,No,Yes,Sometimes,100-500,No,Yes,No,No,Yes,Yes,Easy,No,No,No,Yes,No,No,Yes,No
24,Male,United States,No,Yes,Yes,Rarely,6-25,Yes,Don't know,No,No,No,Don't know,Easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
40,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Not sure,Yes,Don't know,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes
43,Male,United States,No,No,No,Never,500-1000,No,Don't know,No,No,Don't know,Don't know,Medium,No,No,Yes,Some of them,No,No,Yes,No
29,Male,United States,No,No,No,Sometimes,6-25,Yes,Yes,Not sure,No,Yes,Don't know,Medium,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No
26,Male,United States,No,Yes,No,Sometimes,100-500,No,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
33,Female,Canada,Yes,Yes,Yes,Often,1-5,Yes,No,Yes,No,No,No,Difficult,Yes,Yes,No,No,No,Maybe,No,Yes
35,Female,United States,No,Yes,No,Sometimes,6-25,Yes,Don't know,No,No,No,Don't know,Medium,No,No,Yes,Some of them,No,No,Yes,No
45,Male,United States,No,No,No,Never,6-25,Yes,Yes,No,No,No,Don't know,Medium,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No
25,Male,United States,No,No,Yes,Rarely,6-25,Yes,No,Yes,No,Don't know,Don't know,Medium,Maybe,No,No,Some of them,No,Maybe,Don't know,No
50,Male,France,Yes,No,Yes,Sometimes,26-100,Yes,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No
26,Male,Australia,No,Yes,Yes,Rarely,26-100,No,No,No,Don't know,Don't know,Don't know,Easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
33,Female,United States,No,No,Yes,Often,More than 1000,No,Yes,Yes,Don't know,Don't know,Don't know,Medium,Yes,No,No,No,No,Maybe,Don't know,No
30,Male,India,No,No,No,Often,6-25,No,No,No,No,No,No,Easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
33,Male,Croatia,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,No,Don't know,Yes,Easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
29,Male,France,No,No,Yes,Often,6-25,No,Yes,No,No,No,Yes,Medium,Maybe,Maybe,Yes,Some of them,No,Yes,No,No
37,Male,Germany,No,No,No,Sometimes,6-25,Yes,No,Not sure,No,No,Don't know,Medium,Maybe,No,Some of them,No,Maybe,Yes,Don't know,No
25,Male,United States,No,Yes,Yes,Sometimes,1-5,Yes,Don't know,No,Don't know,Don't know,Don't know,Easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No
24,Male,Canada,No,No,No,Sometimes,26-100,No,Yes,Yes,No,No,Yes,Medium,Maybe,No,No,No,No,Maybe,Don't know,Yes
40,Male,United Kingdom,No,No,Yes,Never,100-500,No,Don't know,Not sure,No,Don't know,Don't know,Easy,Maybe,No,Yes,Some of them,No,Maybe,Don't know,No
46,Male,United States,No,Yes,Yes,Sometimes,6-25,No,Don't know,Yes,No,Don't know,Don't know,Medium,Yes,Maybe,No,Some of them,No,Maybe,Don't know,No
34,Male,United States,No,No,No,Never,1-5,Yes,No,Yes,No,No,Don't know,Medium,Yes,Yes,No,No,No,No,Don't know,No
32,Male,United Kingdom,Yes,No,Yes,Rarely,1-5,No,No,Yes,Yes,Yes,Yes,Easy,No,No,Some of them,Yes,No,Yes,No,Yes
33,Female,United Kingdom,No,No,Yes,Never,100-500,No,Don't know,Not sure,No,Don't know,Don't know,Easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
35,Male,United States,No,No,No,Sometimes,6-25,No,Don't know,Not sure,Don't know,Don't know,Yes,Medium,No,No,No,No,No,No,Yes,No
26,Male,Germany,Yes,Yes,Yes,Often,1-5,No,No,No,No,No,Don't know,Medium,Maybe,No,Yes,Yes,Maybe,Yes,No,Yes
20,Female,United States,No,No,Yes,Sometimes,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
37,Male,Netherlands,No,Yes,No,Sometimes,6-25,No,No,No,No,No,Yes,Medium,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
32,Male,United Kingdom,No,No,No,Sometimes,26-100,No,No,No,No,No,Don't know,Medium,Maybe,No,No,No,No,No,Don't know,Yes
36,Female,United States,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,No,No,Yes,Medium,Maybe,Maybe,Some of them,No,No,No,Don't know,No
27,Male,New Zealand,No,No,No,Rarely,26-100,No,No,Yes,No,Yes,No,Medium,Yes,No,No,No,No,Maybe,No,Yes
27,Male,New Zealand,No,No,No,Rarely,26-100,No,No,Yes,No,Yes,No,Medium,Yes,No,No,No,No,Maybe,No,Yes
25,Male,United Kingdom,No,Yes,Yes,Sometimes,26-100,Yes,No,No,No,No,Yes,Easy,No,No,Some of them,Yes,No,Maybe,Yes,No
41,Male,United Kingdom,No,Yes,No,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
23,Male,Germany,No,Yes,Yes,Sometimes,6-25,No,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,No,No,No,No,Don't know,No
26,Male,Moldova,No,No,Yes,Often,26-100,No,No,Yes,No,No,Yes,Difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No
29,Male,Sweden,No,No,No,Rarely,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,Maybe,No,No,No,Yes,Don't know,Yes
26,Female,United States,No,Yes,No,Sometimes,26-100,Yes,Don't know,No,No,No,Don't know,Medium,Maybe,No,No,No,No,No,Don't know,No
38,Male,United Kingdom,No,Yes,Yes,Sometimes,1-5,No,No,Not sure,Don't know,Don't know,Don't know,Easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
32,Male,United States,No,No,No,Rarely,6-25,No,Yes,Not sure,No,Don't know,Don't know,Medium,Maybe,No,No,Some of them,No,Maybe,Don't know,No
32,Male,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,Yes
26,Male,United Kingdom,No,No,No,Never,6-25,No,No,No,No,No,Don't know,Medium,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No
38,Male,Canada,No,Yes,Yes,Rarely,100-500,No,Don't know,Not sure,No,Don't know,Don't know,Medium,No,No,Yes,Yes,No,Maybe,No,No
32,Male,Canada,Yes,No,No,Never,6-25,Yes,Don't know,Not sure,No,No,Don't know,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
37,Male,Netherlands,Yes,No,No,Never,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Easy,Yes,Yes,Some of them,Some of them,No,No,Don't know,No
31,Male,United Kingdom,No,Yes,Yes,Never,6-25,No,Don't know,Not sure,No,Don't know,Don't know,Medium,No,No,Some of them,Some of them,No,No,Don't know,No
30,Male,United States,No,Yes,Yes,Rarely,6-25,No,No,Yes,No,No,Don't know,Medium,No,No,No,No,No,No,Don't know,No
51,Male,Singapore,No,No,No,Never,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Medium,Yes,No,No,No,No,No,No,No
29,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,No,Don't know,Medium,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No
31,Male,United Kingdom,No,No,No,Never,100-500,No,Yes,No,No,Yes,Don't know,Medium,Maybe,Yes,Some of them,No,No,No,Yes,No
31,Male,India,No,No,No,Sometimes,26-100,No,Don't know,Not sure,No,No,Don't know,Medium,Yes,Yes,No,No,No,No,Don't know,No
26,Male,United States,No,Yes,Yes,Sometimes,6-25,Yes,Don't know,No,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
32,Male,United States,No,Yes,No,Sometimes,More than 1000,No,Yes,No,Yes,Don't know,Don't know,Medium,Maybe,No,Yes,Yes,No,No,Don't know,No
34,Male,Poland,No,No,No,Never,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No
26,Male,Colombia,No,No,No,Often,6-25,No,No,No,No,No,No,Difficult,Yes,No,No,No,No,Maybe,Yes,No
32,Female,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Don't know,Don't know,Medium,Maybe,No,Some of them,No,No,No,No,No
29,Male,United States,No,No,No,Sometimes,More than 1000,No,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,Some of them,Yes,Maybe,Yes,No,No
40,Female,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,Yes,Yes,Medium,No,No,Yes,Yes,No,Maybe,Yes,Yes
23,Male,United Kingdom,No,No,Yes,Sometimes,1-5,No,No,No,No,No,Don't know,Difficult,Maybe,No,Yes,Yes,Yes,Yes,No,Yes
38,Male,United States,No,Yes,No,Sometimes,6-25,No,Don't know,No,No,No,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,Yes
26,Female,United States,No,Yes,Yes,Rarely,100-500,No,Yes,No,No,No,Don't know,Medium,Maybe,Maybe,No,No,No,Maybe,No,No
29,Male,United States,No,No,No,Never,26-100,No,No,No,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,Yes,No,Yes
40,Male,China,Yes,No,No,Sometimes,1-5,Yes,No,Yes,No,No,Don't know,Medium,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
25,Female,Bulgaria,No,No,Yes,Sometimes,26-100,Yes,No,No,No,No,Don't know,Medium,Maybe,Maybe,Yes,Some of them,Maybe,No,No,No
32,Female,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,No,Yes,Medium,Maybe,Maybe,Some of them,No,No,No,No,No
35,Female,United States,No,Yes,Yes,Sometimes,1-5,Yes,No,No,No,No,Yes,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No
28,Female,United States,No,No,Yes,Often,6-25,No,No,Yes,No,No,Don't know,Difficult,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No
56,Female,United States,Yes,No,No,Rarely,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,Maybe,No,No,No,No,Don't know,No
38,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,No,Don't know,No
31,Female,Belgium,No,No,No,Sometimes,26-100,No,Don't know,Not sure,No,No,Yes,Easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
40,Male,United States,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,No,No,Yes,Medium,Maybe,No,Some of them,No,No,No,Yes,No
44,Male,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,Medium,Maybe,No,Some of them,Some of them,No,No,Don't know,No
34,Male,Canada,No,Yes,No,Sometimes,More than 1000,No,Yes,Not sure,Yes,Yes,Yes,Medium,Maybe,No,No,No,No,Maybe,Don't know,No
37,Male,United Kingdom,No,No,No,Never,26-100,Yes,Don't know,No,No,No,Don't know,Medium,No,No,Some of them,Yes,No,Yes,Don't know,No
38,Male,Italy,No,No,No,Never,26-100,No,Don't know,Not sure,Don't know,Don't know,Yes,Medium,No,No,Some of them,Yes,Yes,Maybe,No,No
27,Male,Germany,No,No,No,Sometimes,26-100,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,Yes,Yes,Don't know,No
35,Female,Ireland,No,No,No,Rarely,1-5,No,Don't know,No,No,No,No,Medium,Maybe,No,Some of them,No,No,Maybe,No,No
34,Male,Ireland,No,No,Yes,Often,6-25,No,No,No,No,No,Don't know,Medium,Yes,Maybe,Some of them,Yes,No,Maybe,No,No
32,Male,United States,No,No,Yes,Often,26-100,Yes,Yes,Not sure,No,Don't know,Don't know,Difficult,Yes,Maybe,Some of them,No,No,No,Don't know,No
25,Male,Ireland,No,No,No,Sometimes,100-500,No,Don't know,Not sure,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Yes,No,No,Don't know,No
28,Male,Australia,No,No,Yes,Often,100-500,Yes,No,Yes,No,No,Don't know,Medium,Yes,No,No,No,No,Maybe,No,No
28,Female,United States,No,No,Yes,Rarely,6-25,No,Yes,No,No,No,Don't know,Medium,Yes,Yes,Some of them,No,No,No,No,Yes
31,Male,Brazil,Yes,No,Yes,Sometimes,1-5,No,No,Yes,No,No,No,Medium,No,No,Yes,Yes,No,Maybe,Don't know,No
24,Male,United Kingdom,No,No,No,Sometimes,100-500,No,Don't know,Not sure,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No
34,Male,Ireland,No,Yes,Yes,Never,1-5,Yes,No,No,No,No,Don't know,Medium,Maybe,No,Some of them,Yes,No,No,Don't know,No
32,Male,Ireland,No,No,Yes,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,Don't know,No
23,Male,United States,No,No,Yes,Sometimes,1-5,No,No,Yes,No,No,No,Easy,Maybe,Maybe,Some of them,Yes,No,No,No,No
33,Male,Czech Republic,No,Yes,No,Often,100-500,No,No,Yes,No,No,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Don't know,Yes
29,Male,Singapore,No,Yes,Yes,Sometimes,26-100,No,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,No,No,No,Maybe,No,No
24,Male,Ireland,No,Yes,No,Sometimes,1-5,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,No,No,No,No,Don't know,No
45,Male,Ireland,No,No,No,Never,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Medium,Yes,No,Yes,Some of them,No,No,No,Yes
31,Male,Philippines,No,No,No,Sometimes,More than 1000,No,Don't know,No,No,No,Don't know,Difficult,Yes,Yes,Some of them,No,No,Maybe,No,Yes
33,Male,United States,No,No,Yes,Often,26-100,Yes,Yes,Yes,No,No,Yes,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
28,Male,Netherlands,No,No,No,Sometimes,6-25,No,No,Not sure,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
42,Male,Ireland,No,No,No,Never,26-100,No,No,Yes,No,No,No,Medium,Yes,Yes,Some of them,Some of them,No,No,No,No
28,Male,Netherlands,No,No,No,Sometimes,6-25,No,No,Not sure,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
38,Male,United States,No,No,Yes,Sometimes,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Easy,No,No,Yes,Yes,No,No,Don't know,No
46,Male,United States,No,Yes,Yes,Often,26-100,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,No,No,No
46,Male,United States,No,Yes,Yes,Sometimes,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,Yes,Yes,Don't know,No
41,Female,Netherlands,Yes,No,Yes,Rarely,1-5,Yes,Don't know,Yes,Don't know,Yes,No,Medium,No,No,Yes,Yes,Yes,Yes,Yes,No
23,Male,United Kingdom,No,No,No,Never,26-100,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,Yes,Yes
24,Male,Ireland,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Yes,Yes
23,Female,Ireland,No,No,Yes,Rarely,26-100,No,No,Yes,Yes,No,Don't know,Medium,No,No,Yes,Some of them,No,Maybe,Don't know,No
32,Female,Ireland,No,Yes,No,Never,More than 1000,No,Yes,Yes,Don't know,Yes,Yes,Medium,Maybe,No,Some of them,Some of them,No,No,Don't know,No
25,Male,United States,No,Yes,Yes,Sometimes,26-100,No,Don't know,Yes,No,No,Don't know,Medium,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No
39,Male,Greece,No,No,No,Sometimes,6-25,Yes,No,No,No,No,Yes,Medium,Yes,No,No,No,No,No,Don't know,No
23,Female,United Kingdom,No,Yes,Yes,Sometimes,6-25,No,No,Yes,No,Yes,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
24,Male,United Kingdom,Yes,No,Yes,Sometimes,6-25,Yes,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,Yes
23,Male,United Kingdom,No,No,Yes,Rarely,6-25,No,No,Yes,No,No,Don't know,Medium,No,No,Yes,Yes,No,Maybe,Don't know,No
23,Male,Canada,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,Don't know,Don't know,Medium,Maybe,No,Yes,Some of them,No,No,Don't know,No
60,Male,United States,No,No,Yes,Often,More than 1000,Yes,Don't know,No,Yes,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No
28,Male,Ireland,No,No,No,Sometimes,26-100,No,No,Yes,No,No,Yes,Medium,Yes,Maybe,No,No,No,No,No,Yes
30,Male,Netherlands,No,No,No,Sometimes,500-1000,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Yes,Yes,Maybe,Yes,Don't know,No
31,Male,Germany,No,Yes,Yes,Sometimes,100-500,No,Don't know,No,No,No,Yes,Medium,No,No,Some of them,No,No,No,Don't know,No
31,Male,Poland,Yes,No,Yes,Often,6-25,Yes,No,No,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,No,Don't know,No
28,Male,Ireland,No,No,Yes,Rarely,26-100,No,Don't know,No,No,Don't know,Don't know,Medium,Maybe,No,No,No,No,Maybe,Don't know,No
43,Female,United States,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
32,Male,United States,No,No,No,Never,100-500,No,Yes,Not sure,Don't know,Yes,Don't know,Medium,No,No,No,Some of them,Maybe,Yes,Don't know,No
36,Male,Finland,No,No,Yes,Often,6-25,No,No,No,No,No,No,Difficult,Yes,No,Some of them,No,No,Maybe,Don't know,Yes
41,Female,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,Don't know,Don't know,Medium,Yes,Maybe,No,No,No,No,Don't know,No
30,Male,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
30,Male,United States,Yes,Yes,Yes,Often,26-100,No,Yes,Not sure,Yes,Yes,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
29,Male,United States,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Medium,Yes,No,Some of them,No,No,Maybe,No,No
26,Male,United Kingdom,No,No,Yes,Sometimes,26-100,No,No,No,No,No,Don't know,Medium,No,No,Some of them,Some of them,No,No,Don't know,No
32,Male,United States,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,No,No,Yes,Medium,No,No,Some of them,Yes,No,No,Yes,No
34,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Don't know,Medium,Yes,Yes,No,No,No,No,No,No
46,Female,United States,No,No,No,Sometimes,100-500,Yes,No,Yes,No,No,Don't know,Medium,Yes,No,No,No,No,No,No,No
